Iteration --- 109.836185s seconds ---
Iteration --- 123.459579s seconds ---
Iteration --- 655.333706s seconds ---
Iteration --- 806.159584s seconds ---
Iteration --- 63.586966s seconds ---
Iteration --- 115.874118s seconds ---
Iteration --- 104.510240s seconds ---
Iteration --- 118.935873s seconds ---
Iteration --- 103.945661s seconds ---
Iteration --- 579.250705s seconds ---
Iteration --- 711.474885s seconds ---
Iteration --- 697.109839s seconds ---
Iteration --- 562.667850s seconds ---
Iteration --- 109.111936s seconds ---
Iteration --- 102.455703s seconds ---
Iteration --- 657.798099s seconds ---
Iteration --- 112.467195s seconds ---
Iteration --- 890.853311s seconds ---
Iteration --- 1023.809660s seconds ---
Iteration --- 107.358028s seconds ---
Iteration --- 1204.735324s seconds ---
Iteration --- 920.656001s seconds ---
Iteration --- 118.950350s seconds ---
Iteration --- 119.368061s seconds ---
Iteration --- 372.373895s seconds ---
Iteration --- 110.090787s seconds ---
Iteration --- 1007.753124s seconds ---
Iteration --- 103.587199s seconds ---
Iteration --- 101.895311s seconds ---
Iteration --- 105.275369s seconds ---
Iteration --- 107.554118s seconds ---
Iteration --- 112.734807s seconds ---
Iteration --- 102.321421s seconds ---
Iteration --- 113.497554s seconds ---
Iteration --- 104.470856s seconds ---
Iteration --- 109.948835s seconds ---
Iteration --- 111.899325s seconds ---
Iteration --- 110.800130s seconds ---
Iteration --- 881.124035s seconds ---
Iteration --- 99.652026s seconds ---
Iteration --- 772.808972s seconds ---
Iteration --- 109.913639s seconds ---
Iteration --- 109.480734s seconds ---
Iteration --- 101.045296s seconds ---
Iteration --- 105.504604s seconds ---
Iteration --- 114.381127s seconds ---
Iteration --- 100.917458s seconds ---
Iteration --- 105.369499s seconds ---
Iteration --- 110.467645s seconds ---
Iteration --- 103.949572s seconds ---
Iteration --- 101.077715s seconds ---
Iteration --- 111.954954s seconds ---
Iteration --- 105.627089s seconds ---
Iteration --- 101.830798s seconds ---
Iteration --- 102.925669s seconds ---
Iteration --- 102.510779s seconds ---
Iteration --- 113.218219s seconds ---
Iteration --- 114.601885s seconds ---
Iteration --- 100.922153s seconds ---
Iteration --- 106.116755s seconds ---
Iteration --- 110.335111s seconds ---
Iteration --- 101.965692s seconds ---
Iteration --- 121.622567s seconds ---
Iteration --- 104.078956s seconds ---
Iteration --- 101.333110s seconds ---
Iteration --- 106.783082s seconds ---
Iteration --- 101.449329s seconds ---
Iteration --- 101.041812s seconds ---
Iteration --- 106.647224s seconds ---
Iteration --- 100.955215s seconds ---
Iteration --- 117.058168s seconds ---
Iteration --- 117.865670s seconds ---
Iteration --- 112.854989s seconds ---
Iteration --- 116.963158s seconds ---
Iteration --- 106.637206s seconds ---
Iteration --- 123.450849s seconds ---
Iteration --- 100.935669s seconds ---
Iteration --- 101.014060s seconds ---
Iteration --- 113.357875s seconds ---
Iteration --- 101.055570s seconds ---
Iteration --- 106.246255s seconds ---
Iteration --- 101.068532s seconds ---
Iteration --- 101.156312s seconds ---
Iteration --- 105.265332s seconds ---
Iteration --- 108.875225s seconds ---
Iteration --- 109.994519s seconds ---
Iteration --- 108.877397s seconds ---
Iteration --- 113.334093s seconds ---
Iteration --- 100.949983s seconds ---
Iteration --- 117.470469s seconds ---
Iteration --- 103.345909s seconds ---
Iteration --- 111.328672s seconds ---
Iteration --- 111.019002s seconds ---
Iteration --- 101.438109s seconds ---
Iteration --- 101.519077s seconds ---
Iteration --- 101.340770s seconds ---
Iteration --- 101.249136s seconds ---
Iteration --- 101.434547s seconds ---
Iteration --- 1026.854868s seconds ---
Iteration --- 100.922055s seconds ---
Iteration --- 111.350803s seconds ---
Iteration --- 112.090972s seconds ---
Iteration --- 101.106273s seconds ---
Iteration --- 101.310591s seconds ---
Iteration --- 103.975517s seconds ---
Iteration --- 121.557466s seconds ---
Iteration --- 101.455133s seconds ---
Iteration --- 101.145290s seconds ---
Iteration --- 102.424415s seconds ---
Iteration --- 105.566912s seconds ---
Iteration --- 101.842225s seconds ---
Iteration --- 113.101294s seconds ---
Iteration --- 108.614883s seconds ---
Iteration --- 102.178994s seconds ---
Iteration --- 117.047381s seconds ---
Iteration --- 101.152085s seconds ---
Iteration --- 104.461397s seconds ---
Iteration --- 109.006477s seconds ---
Iteration --- 101.559709s seconds ---
Iteration --- 127.764606s seconds ---
Iteration --- 117.490947s seconds ---
Iteration --- 111.354211s seconds ---
Iteration --- 112.589344s seconds ---
Iteration --- 112.182159s seconds ---
Iteration --- 102.215182s seconds ---
Iteration --- 111.736862s seconds ---
Iteration --- 111.522893s seconds ---
Iteration --- 109.328092s seconds ---
Iteration --- 101.528798s seconds ---
Iteration --- 101.103732s seconds ---
Iteration --- 107.353235s seconds ---
Iteration --- 108.027569s seconds ---
Iteration --- 101.003941s seconds ---
Iteration --- 100.914751s seconds ---
Iteration --- 101.077266s seconds ---
Iteration --- 101.097411s seconds ---
Iteration --- 101.006124s seconds ---
Iteration --- 100.973240s seconds ---
Iteration --- 101.009455s seconds ---
Iteration --- 101.095628s seconds ---
Iteration --- 99.379252s seconds ---
Iteration --- 101.001566s seconds ---
Iteration --- 100.977963s seconds ---
Iteration --- 100.881767s seconds ---
Iteration --- 100.888247s seconds ---
Iteration --- 100.781768s seconds ---
Iteration --- 100.984213s seconds ---
Iteration --- 101.103908s seconds ---
Iteration --- 101.109054s seconds ---
Iteration --- 101.191752s seconds ---
Iteration --- 101.377278s seconds ---
Iteration --- 101.035103s seconds ---
Iteration --- 101.104480s seconds ---
Iteration --- 100.781476s seconds ---
Iteration --- 101.270243s seconds ---
Iteration --- 100.925196s seconds ---
Iteration --- 101.003848s seconds ---
Iteration --- 100.988018s seconds ---
Iteration --- 100.772036s seconds ---
Iteration --- 101.096730s seconds ---
Iteration --- 101.052729s seconds ---
Iteration --- 101.018987s seconds ---
Iteration --- 100.874124s seconds ---
Iteration --- 100.888619s seconds ---
Iteration --- 101.041960s seconds ---
Iteration --- 100.993399s seconds ---
Iteration --- 100.002552s seconds ---
Iteration --- 101.075040s seconds ---
Iteration --- 100.976956s seconds ---
Iteration --- 100.895068s seconds ---
Iteration --- 100.985213s seconds ---
Iteration --- 101.089139s seconds ---
Iteration --- 100.780266s seconds ---
Iteration --- 101.084812s seconds ---
Iteration --- 100.783263s seconds ---
Iteration --- 100.984974s seconds ---
Iteration --- 101.217945s seconds ---
Iteration --- 100.906675s seconds ---
Iteration --- 99.288264s seconds ---
Iteration --- 101.103585s seconds ---
Iteration --- 99.307030s seconds ---
Iteration --- 100.873283s seconds ---
Iteration --- 101.118825s seconds ---
Iteration --- 100.809903s seconds ---
Iteration --- 101.192951s seconds ---
Iteration --- 101.002851s seconds ---
Iteration --- 100.981476s seconds ---
Iteration --- 100.865920s seconds ---
Iteration --- 101.105775s seconds ---
Iteration --- 101.180514s seconds ---
Iteration --- 100.881198s seconds ---
Iteration --- 101.104746s seconds ---
Iteration --- 100.929328s seconds ---
Iteration --- 100.988758s seconds ---
Iteration --- 101.959177s seconds ---
Iteration --- 101.572216s seconds ---
Iteration --- 111.752692s seconds ---
Iteration --- 100.984922s seconds ---
Iteration --- 100.984320s seconds ---
Iteration --- 100.901376s seconds ---
