Iteration --- 109.670239s seconds ---
Iteration --- 125.228750s seconds ---
Iteration --- 829.987487s seconds ---
Iteration --- 750.089073s seconds ---
Iteration --- 704.105168s seconds ---
Iteration --- 109.152643s seconds ---
Iteration --- 107.794819s seconds ---
Iteration --- 548.827386s seconds ---
Iteration --- 646.913844s seconds ---
Iteration --- 699.631503s seconds ---
Iteration --- 835.244164s seconds ---
Iteration --- 532.239142s seconds ---
Iteration --- 107.115124s seconds ---
Iteration --- 252.387286s seconds ---
Iteration --- 1119.422045s seconds ---
Iteration --- 108.608600s seconds ---
Iteration --- 296.027371s seconds ---
Iteration --- 116.739371s seconds ---
Iteration --- 434.657477s seconds ---
Iteration --- 103.203674s seconds ---
Iteration --- 890.386671s seconds ---
Iteration --- 618.174293s seconds ---
Iteration --- 112.163081s seconds ---
Iteration --- 646.814027s seconds ---
Iteration --- 112.524423s seconds ---
Iteration --- 950.388790s seconds ---
Iteration --- 921.828332s seconds ---
Iteration --- 693.668056s seconds ---
Iteration --- 885.094269s seconds ---
Iteration --- 1082.497647s seconds ---
Iteration --- 925.454427s seconds ---
Iteration --- 1087.495837s seconds ---
Iteration --- 117.939405s seconds ---
Iteration --- 1119.171406s seconds ---
Iteration --- 116.427101s seconds ---
Iteration --- 110.792575s seconds ---
Iteration --- 115.754679s seconds ---
Iteration --- 110.716181s seconds ---
Iteration --- 250.868907s seconds ---
Iteration --- 639.006822s seconds ---
Iteration --- 116.131415s seconds ---
Iteration --- 111.154074s seconds ---
Iteration --- 110.840410s seconds ---
Iteration --- 646.922433s seconds ---
Iteration --- 689.458615s seconds ---
Iteration --- 110.664918s seconds ---
Iteration --- 107.926248s seconds ---
Iteration --- 827.764127s seconds ---
Iteration --- 112.999497s seconds ---
Iteration --- 112.386068s seconds ---
Iteration --- 113.430998s seconds ---
Iteration --- 108.673279s seconds ---
Iteration --- 111.562332s seconds ---
Iteration --- 107.962756s seconds ---
Iteration --- 110.627585s seconds ---
Iteration --- 110.546236s seconds ---
Iteration --- 103.495210s seconds ---
Iteration --- 617.091265s seconds ---
Iteration --- 107.884866s seconds ---
Iteration --- 754.183583s seconds ---
Iteration --- 108.596904s seconds ---
Iteration --- 109.553274s seconds ---
Iteration --- 720.406291s seconds ---
Iteration --- 103.191467s seconds ---
Iteration --- 109.438101s seconds ---
Iteration --- 109.541637s seconds ---
Iteration --- 110.330937s seconds ---
Iteration --- 110.129212s seconds ---
Iteration --- 110.500016s seconds ---
Iteration --- 106.022875s seconds ---
Iteration --- 105.595684s seconds ---
Iteration --- 106.015420s seconds ---
Iteration --- 656.688911s seconds ---
Iteration --- 101.182538s seconds ---
Iteration --- 108.146301s seconds ---
Iteration --- 98.120657s seconds ---
Iteration --- 101.494992s seconds ---
Iteration --- 101.635503s seconds ---
Iteration --- 101.319975s seconds ---
Iteration --- 793.759405s seconds ---
Iteration --- 1097.747349s seconds ---
Iteration --- 323.586821s seconds ---
Iteration --- 107.258641s seconds ---
Iteration --- 1105.307843s seconds ---
Iteration --- 289.042188s seconds ---
Iteration --- 886.473794s seconds ---
Iteration --- 107.127461s seconds ---
Iteration --- 104.370337s seconds ---
Iteration --- 967.472333s seconds ---
Iteration --- 100.672548s seconds ---
Iteration --- 104.818796s seconds ---
Iteration --- 920.032081s seconds ---
Iteration --- 977.246371s seconds ---
Iteration --- 108.890930s seconds ---
Iteration --- 100.990017s seconds ---
Iteration --- 106.011977s seconds ---
Iteration --- 1187.297964s seconds ---
Iteration --- 107.995968s seconds ---
Iteration --- 103.780829s seconds ---
Iteration --- 106.626978s seconds ---
Iteration --- 100.972325s seconds ---
Iteration --- 100.473986s seconds ---
Iteration --- 107.786558s seconds ---
Iteration --- 753.552559s seconds ---
Iteration --- 100.896777s seconds ---
Iteration --- 107.374658s seconds ---
Iteration --- 616.502078s seconds ---
Iteration --- 581.273117s seconds ---
Iteration --- 105.774812s seconds ---
Iteration --- 100.880709s seconds ---
Iteration --- 105.923893s seconds ---
Iteration --- 106.784690s seconds ---
Iteration --- 622.233754s seconds ---
Iteration --- 107.636194s seconds ---
Iteration --- 108.506578s seconds ---
Iteration --- 846.502875s seconds ---
Iteration --- 108.446638s seconds ---
Iteration --- 109.136696s seconds ---
Iteration --- 581.791682s seconds ---
Iteration --- 106.604667s seconds ---
Iteration --- 108.859605s seconds ---
Iteration --- 107.582500s seconds ---
Iteration --- 799.027686s seconds ---
Iteration --- 109.664524s seconds ---
Iteration --- 107.353014s seconds ---
Iteration --- 110.318545s seconds ---
Iteration --- 842.528261s seconds ---
Iteration --- 110.739861s seconds ---
Iteration --- 840.162380s seconds ---
Iteration --- 107.451214s seconds ---
Iteration --- 1009.161508s seconds ---
Iteration --- 106.038635s seconds ---
Iteration --- 1049.718445s seconds ---
Iteration --- 101.403877s seconds ---
Iteration --- 1174.593350s seconds ---
Iteration --- 106.364430s seconds ---
Iteration --- 108.656301s seconds ---
Iteration --- 106.823828s seconds ---
Iteration --- 102.630556s seconds ---
Iteration --- 108.546599s seconds ---
Iteration --- 108.811276s seconds ---
Iteration --- 100.922755s seconds ---
Iteration --- 101.051064s seconds ---
Iteration --- 109.320479s seconds ---
Iteration --- 107.330404s seconds ---
Iteration --- 109.958740s seconds ---
Iteration --- 110.458145s seconds ---
Iteration --- 109.318239s seconds ---
Iteration --- 106.654741s seconds ---
Iteration --- 100.743559s seconds ---
Iteration --- 100.905014s seconds ---
Iteration --- 109.521898s seconds ---
Iteration --- 100.901508s seconds ---
Iteration --- 100.773476s seconds ---
Iteration --- 100.766968s seconds ---
Iteration --- 109.119838s seconds ---
Iteration --- 100.724877s seconds ---
Iteration --- 108.347373s seconds ---
Iteration --- 100.709115s seconds ---
Iteration --- 100.792985s seconds ---
Iteration --- 109.724651s seconds ---
Iteration --- 108.413117s seconds ---
Iteration --- 100.937426s seconds ---
Iteration --- 109.453841s seconds ---
Iteration --- 101.074771s seconds ---
Iteration --- 100.743644s seconds ---
Iteration --- 100.709139s seconds ---
Iteration --- 105.471106s seconds ---
Iteration --- 105.683470s seconds ---
Iteration --- 100.718709s seconds ---
Iteration --- 100.816703s seconds ---
Iteration --- 109.032537s seconds ---
Iteration --- 109.865996s seconds ---
Iteration --- 112.653153s seconds ---
Iteration --- 103.370905s seconds ---
Iteration --- 100.575844s seconds ---
Iteration --- 833.061404s seconds ---
Iteration --- 105.035350s seconds ---
Iteration --- 100.654643s seconds ---
Iteration --- 109.350035s seconds ---
Iteration --- 106.633541s seconds ---
Iteration --- 100.749610s seconds ---
Iteration --- 97.527502s seconds ---
Iteration --- 100.514586s seconds ---
Iteration --- 95.905762s seconds ---
Iteration --- 108.039236s seconds ---
Iteration --- 797.468868s seconds ---
Iteration --- 100.539757s seconds ---
Iteration --- 105.772722s seconds ---
Iteration --- 104.020058s seconds ---
Iteration --- 100.629573s seconds ---
Iteration --- 100.545474s seconds ---
Iteration --- 100.533228s seconds ---
Iteration --- 100.397635s seconds ---
Iteration --- 100.521824s seconds ---
Iteration --- 100.484317s seconds ---
Iteration --- 100.512904s seconds ---
Iteration --- 100.414446s seconds ---
Iteration --- 100.494270s seconds ---
Iteration --- 99.548656s seconds ---
